Date,Description,Original Description,Category,Amount,Status
2024-11-18,"Fidium Fiber Cy","FIDIUM FIBER     BILLPAY    ***********CY P",Utilities,-86.45,Posted
2024-11-18,"Zelle Transfer to Itziar","Zelle: Itziar",Transfer,-240.00,Posted
2024-11-18,"Amazon","AMAZON MKTPL*4O50B87D3   Amzn.com/billWA",Shopping,-200.25,Posted
2024-11-18,"The Home Depot","THE HOME DEPOT #6107     KATY         TX",Home Improvement,-95.51,Posted
2024-11-18,"Pizza Hut via DoorDash","DD *DOORDASH PIZZAHUT    WWW.DOORDASH.CA",Food & Dining,-76.95,Posted
2024-11-18,"H-E-B","H-E-B #596               KATY         TX",Groceries,-73.70,Posted
2024-11-18,"Cap City Comedy Club","CAP CITY COMEDY CLUB     AUSTIN       TX",Restaurants,-69.31,Posted
2024-11-18,"Amazon","Amazon.com*OQ1ZY7NV3     Amzn.com/billWA",Shopping,-44.62,Posted
2024-11-18,"Shell","SHELL SERVICE STATION    RICHMOND     TX",Gas,-40.50,Posted
2024-11-18,"Buc-ee's","BUC-EE'S #               KATY         TX",Gas,-35.06,Posted
2024-11-18,"Starbucks","STARBUCKS 800-782-7282   800-782-7282 WA",Coffee Shops,-30.00,Posted
2024-11-18,"McDonald's","MCDONALD'S F13012        KATY         TX",Fast Food,-29.82,Posted
2024-11-18,"DoorDash","DD *DOORDASH CASTILLOS   WWW.DOORDASH.CA",Food & Dining,-28.93,Posted
2024-11-18,"Buc-ee's","BUC-EE'S #40             KATY         TX",Fast Food,-22.92,Posted
2024-11-18,"The Coffee Barr","SQ *THE COFFEE BARR      KATY         TX",Coffee Shops,-18.80,Posted
2024-11-18,"Shell","SHELL OIL 57541840906    KATY         TX",Gas,-17.25,Posted
2024-11-18,"Chevron","CHEVRON 0387710          KATY         TX",Gas,-15.64,Posted
2024-11-18,"Buc-ee's","BUC-EE'S #               BASTROP      TX",Fast Food,-13.78,Posted
2024-11-18,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-9.99,Posted
2024-11-18,"Star Stop","STAR STOP #71            COLUMBUS     TX",Gas,-9.81,Posted
2024-11-18,"Starbucks via DoorDash","DD *DOORDASH STARBUCKS   WWW.DOORDASH.CA",Food & Dining,-9.04,Posted
2024-11-18,"Hruskas","HRUSKAS                  ELLINGER     TX",Gas,-7.51,Posted
2024-11-15,"Pentagon Federal Transfer","PENTAGON FEDERAL TRNSFR DR  ***********4968",Transfer,-180.00,Posted
2024-11-15,"PayPal Purchase","PAYPAL           INST XFER  ***********LATE",Uncategorized,-76.87,Posted
2024-11-15,"Amazon","AMAZON MKTPL*ZA8J11I62   Amzn.com/billWA",Shopping,-101.55,Posted
2024-11-15,"Amazon","AMAZON MKTPL*LF9BU5ZK3   Amzn.com/billWA",Shopping,-31.17,Posted
2024-11-15,"GameStop","GAMESTOP #4649 5000 KAT  KATY         TX",Electronics & Software,-21.61,Posted
2024-11-15,"Amazon","AMAZON MKTPL*MJ3AU9703   Amzn.com/billWA",Shopping,-20.56,Posted
2024-11-15,"Glaze Doughnuts","SQ *GLAZE DOUGHNUTS      Katy         TX",Fast Food,-10.73,Posted
2024-11-15,"Amazon","AMAZON MKTPL*XL0TB78F3   Amzn.com/billWA",Shopping,-9.73,Posted
2024-11-14,"Capital One","CAPITAL ONE      TRANSFER   ***********B243",Transfer,-420.00,Posted
2024-11-14,"Citi Credit Card Payment","CITI AUTOPAY     PAYMENT    ***********0054",Credit Card Payment,-140.00,Posted
2024-11-14,"Firstmark","FIRSTMARK        PAYMENTS   ***********1304",Student Loan,-110.90,Posted
2024-11-14,"Katy Isd","RVT*Katy ISD     2813966000 ***********",Education,-50.00,Posted
2024-11-14,"Amazon","AMAZON MKTPL*N438Z72K3   Amzn.com/billWA",Shopping,-29.22,Posted
2024-11-14,"Amazon","AMAZON MKTPL*770BU6ZM3   Amzn.com/billWA",Shopping,-24.99,Posted
2024-11-14,"Adobe","Adobe Inc                800-8336687  CA",Electronics & Software,-22.99,Posted
2024-11-14,"Amazon","AMAZON MKTPL*3Q2EK8DL3   Amzn.com/billWA",Shopping,-20.77,Posted
2024-11-14,"Subway","SUBWAY HWY BLVD          KATY         TX",Fast Food,-20.00,Posted
2024-11-14,"PJ's Coffee","SQ *PJ'S COFFEE OF NEW   Katy         TX",Coffee Shops,-11.89,Posted
2024-11-14,"PJ's Coffee","SQ *PJ'S COFFEE OF NEW   Katy         TX",Coffee Shops,-8.04,Posted
2024-11-14,"H-E-B","H-E-B #797               KATY         TX",Groceries,-3.80,Posted
2024-11-14,"Alkami Tech Payroll","ALKAMI TECH      PAYROLL    ***********0993",Paycheck,5174.56,Posted
2024-11-13,"Capital One","CAPITAL ONE      TRANSFER   ***********DFB9",Transfer,-361.50,Posted
2024-11-13,"Little Hands Lea","LITTLE HANDS LEA 2819615495 ***********5151",Babysitter & Daycare,-255.00,Posted
2024-11-13,"Citi Credit Card Payment","CITI AUTOPAY     PAYMENT    ***********0053",Credit Card Payment,-237.50,Posted
2024-11-13,"Barclaycard","BARCLAYCARD US   CREDITCARD ***********8399",Credit Card Payment,-113.10,Posted
2024-11-13,"Little Caesars","LITTLE CAESARS 4642 Q67  KATY         TX",Fast Food,-17.29,Posted
2024-11-13,"Disney+","Roku for Disney Electro  816-2728107  DE",Television,-15.99,Posted
2024-11-13,"Amazon","Amazon.com*1G6DO3ZC3     Amzn.com/billWA",Shopping,-15.68,Posted
2024-11-13,"PJ's Coffee","SQ *PJ'S COFFEE OF NEW   Katy         TX",Coffee Shops,-10.66,Posted
2024-11-13,"Oakville Norton","OBSIDIAN.MD              OAKVILLE NORTON",Shopping,-10.10,Posted
2024-11-13,"Pokémon Go","GOOGLE *Pokemon          855-836-3987 CA",Electronics & Software,-9.99,Posted
2024-11-12,"Greenlight","GREENLIGHT       APP        ***********IGHT",Allowance,-10.00,Posted
2024-11-12,"Ikea","IKEA 465933674           888-434-4532 MD",Furnishings,-345.29,Posted
2024-11-12,"Brookshire Brothers","BROOKSHIRE BROTHERS #9   KATY         TX",Groceries,-92.92,Posted
2024-11-12,"Brookshire Brothers","BROOKSHIRE BROS #9       KATY         TX",Groceries,-72.34,Posted
2024-11-12,"Tulip Midwifery","TULIP MIDWIFERY LLC      281-221-3057 TX",Doctor,-50.00,Posted
2024-11-12,"Taco Bell","TACO BELL 041143         CYPRESS      TX",Fast Food,-29.18,Posted
2024-11-12,"Amazon","AMAZON MKTPL*6Y1BV8EM3   Amzn.com/billWA",Shopping,-27.76,Posted
2024-11-12,"TikTok Shop","TikTok Shop TikTok Shop  Mountain ViewCA",Shopping,-21.42,Posted
2024-11-12,"Starbucks","STARBUCKS 800-782-7282   800-782-7282 WA",Coffee Shops,-20.00,Posted
2024-11-12,"Chevron","CHEVRON 0387710          KATY         TX",Gas,-19.09,Posted
2024-11-12,"Amazon","Amazon.com*648YZ0H33     Amzn.com/billWA",Shopping,-16.23,Posted
2024-11-12,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-9.99,Posted
2024-11-12,"Ott Dropout Dropca","OTT* DROPOUT             HTTPSWWW.DROPCA",Utilities,-5.99,Posted
2024-11-08,"PayPal Purchase","PAYPAL           INST XFER  ***********LATE",Uncategorized,-76.87,Posted
2024-11-08,"Amazon","AMAZON MKTPL*AF4YQ5B43   Amzn.com/billWA",Shopping,-69.68,Posted
2024-11-08,"Midway Bbq","TST* MIDWAY BBQ          KATY         TX",Restaurants,-50.12,Posted
2024-11-08,"Amazon","AMAZON MKTPL*O43TG8F23   Amzn.com/billWA",Shopping,-29.22,Posted
2024-11-07,"BENEFEDS Dental and Vision","FEDVIP-BENEFEDS  FEDVIPPREM ***********4V01",Health & Fitness,-11.98,Posted
2024-11-07,"DoorDash","DD *DOORDASH ROYALBIRY   WWW.DOORDASH.CA",Food & Dining,-84.10,Posted
2024-11-07,"Shell","SHELL OIL 57541840906    KATY         TX",Gas,-42.57,Posted
2024-11-07,"Snappys Cafe & Gril","TST*SNAPPYS CAFE & GRIL  Katy         TX",Food & Dining,-40.94,Posted
2024-11-07,"TikTok Shop","TikTok Shop TikTok Shop  Mountain ViewCA",Shopping,-37.98,Posted
2024-11-07,"Sonic","SONIC DRIVE IN #1140     KATY         TX",Fast Food,-21.21,Posted
2024-11-07,"Amazon","AMAZON MKTPL*X03L579N3   Amzn.com/billWA",Shopping,-16.95,Posted
2024-11-07,"The Coffee Barr","SQ *THE COFFEE BARR      KATY         TX",Coffee Shops,-13.39,Posted
2024-11-07,"Wendy's via DoorDash","DD *DOORDASH WENDYS      WWW.DOORDASH.CA",Food & Dining,-9.53,Posted
2024-11-06,"McDonald's","MCDONALD'S F13012        KATY         TX",Fast Food,-31.45,Posted
2024-11-06,"Peacock TV","Roku for Peacock TV LLC  816-2728107  DE",Television,-7.99,Posted
2024-11-06,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-2.99,Posted
2024-11-05,"Little Hands Lea","LITTLE HANDS LEA 2819615495 ***********4974",Babysitter & Daycare,-255.00,Posted
2024-11-05,"TD Bank","TD BANK          PAYMENT    ***********RILL",Transfer,-70.82,Posted
2024-11-05,"Brookshire Brothers","BROOKSHIRE BROTHERS #9   KATY         TX",Groceries,-59.84,Posted
2024-11-05,"PJ's Coffee","SQ *PJ'S COFFEE OF NEW   Katy         TX",Coffee Shops,-14.19,Posted
2024-11-05,"H-E-B","H-E-B #797               KATY         TX",Groceries,-3.47,Posted
2024-11-04,"The Home Depot","HOME DEPOT       AUTO PYMT  ***********0926",Home Improvement,-200.00,Posted
2024-11-04,"Waller County Mu","WALLER COUNTY MU FBS MDS WA ***********",Gas,-118.45,Posted
2024-11-04,"Greenlight","GREENLIGHT       APP        ***********IGHT",Allowance,-20.00,Posted
2024-11-04,"Zelle Transfer to Marlon","Zelle: Marlon",Transfer,-65.00,Posted
2024-11-04,"Little Caesars","LITTLE CAESARS 4642 Q67  KATY         TX",Fast Food,-37.54,Posted
2024-11-04,"Amazon","AMAZON MKTPL*ZK8D69VO3   Amzn.com/billWA",Shopping,-32.42,Posted
2024-11-04,"Roku","The Roku Channel         816-2728107  DE",Television,-12.99,Posted
2024-11-04,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-9.99,Posted
2024-11-04,"PJ's Coffee","SQ *PJ'S COFFEE OF NEW   Katy         TX",Coffee Shops,-8.04,Posted
2024-11-04,"Patreon","Patreon* Membership      Internet     CA",Entertainment,-7.00,Posted
2024-11-04,"Education Benefits for Veterans","VAED TREAS 310   XXVA EDUC  ***********3600",Income,1304.92,Posted
2024-11-04,"Education Benefits for Veterans","VAED TREAS 310   XXVA EDUC  ***********3600",Income,1118.50,Posted
2024-11-04,"Education Benefits for Veterans","VAED TREAS 310   XXVA EDUC  ***********3600",Income,250.00,Posted
2024-11-01,"PayPal Purchase","PAYPAL           INST XFER  ***********LATE",Uncategorized,-70.28,Posted
2024-11-01,"Katy Isd","RVT*Katy ISD     2813966000 ***********",Education,-50.00,Posted
2024-11-01,"Google Pokemon Pok","GOOGLE *jp pokemon pok   855-836-3987 CA",Shopping,-22.99,Posted
2024-11-01,"Glaze Doughnuts","SQ *GLAZE DOUGHNUTS      Katy         TX",Fast Food,-19.45,Posted
2024-11-01,"Amazon","AMAZON MKTPL*G535W3F23   Amzn.com/billWA",Shopping,-18.97,Posted
2024-11-01,"Glaze Doughnuts","SQ *GLAZE DOUGHNUTS      Katy         TX",Fast Food,-10.19,Posted
2024-11-01,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-9.99,Posted
2024-10-31,"Hyundai Motor Finance","HMF              HMFUSA.com ***********5062",Auto Payment,-869.76,Posted
2024-10-31,"Greenlight","GREENLIGHT       APP        ***********IGHT",Allowance,-45.00,Posted
2024-10-31,"Greenlight","GREENLIGHT       APP        ***********IGHT",Allowance,-40.00,Posted
2024-10-31,"Greenlight","GREENLIGHT       APP        ***********IGHT",Allowance,-20.00,Posted
2024-10-31,"Scholastic","Scholastic Education     573-632-1834 MO",Books,-30.00,Posted
2024-10-31,"Scholastic","Scholastic Education     573-632-1834 MO",Books,-30.00,Posted
2024-10-31,"Pinwheel.com","PINWHEEL KID PHONE       PINWHEEL.COM TX",Bills & Utilities,-14.99,Posted
2024-10-31,"Google Pokemon Pok","GOOGLE *jp pokemon pok   855-836-3987 CA",Shopping,-2.99,Posted
2024-10-31,"Google Pokemon Pok","GOOGLE *jp pokemon pok   855-836-3987 CA",Shopping,-0.99,Posted
2024-10-30,"Gexa Energy Electric","GEXA ENERGY      ELECTRIC   ***********9305",Utilities,-420.11,Posted
2024-10-30,"H-E-B","H-E-B #797               KATY         TX",Groceries,-151.21,Posted
2024-10-30,"Amazon","AMAZON MKTPL*F66M516R3   Amzn.com/billWA",Shopping,-85.16,Posted
2024-10-30,"H-E-B","H-E-B #797               KATY         TX",Groceries,-16.00,Posted
2024-10-30,"Google Pokemon Pok","GOOGLE *jp pokemon pok   855-836-3987 CA",Shopping,-9.99,Posted
2024-10-30,"PJ's Coffee","SQ *PJ'S COFFEE OF NEW   Katy         TX",Coffee Shops,-8.04,Posted
2024-10-30,"Amazon","Amazon.com               Amzn.com/billWA",Shopping,6.49,Posted
2024-10-30,"Alkami Tech Payroll","ALKAMI TECH      PAYROLL    ***********0993",Paycheck,5174.54,Posted
2024-10-29,"Capital One","CAPITAL ONE      TRANSFER   ***********CDA3",Transfer,-420.00,Posted
2024-10-29,"Little Hands Lea","LITTLE HANDS LEA 2819615495 ***********4301",Babysitter & Daycare,-255.00,Posted
2024-10-29,"PayPal Purchase","PAYPAL           INST XFER  ***********.COM",Uncategorized,-22.99,Posted
2024-10-29,"Katy Isd","RVT*Katy ISD     2813966000 ***********",Education,-3.00,Posted
2024-10-29,"Amazon","AMAZON MKTPL*UV8VX2ID3   Amzn.com/billWA",Shopping,-60.24,Posted
2024-10-29,"Amazon","Amazon.com*6H94A8OL3     Amzn.com/billWA",Shopping,-43.84,Posted
2024-10-28,"Greenlight","GREENLIGHT       APP        ***********IGHT",Allowance,-9.18,Posted
2024-10-28,"Wizards of Coast Inc Httpscompany Wa","WIZARDS OF COAST  INC    HTTPSCOMPANY.WA",Shopping,-59.53,Posted
2024-10-28,"Blink","Blink                    amzn.com/billWA",Home Services,-30.00,Posted
2024-10-28,"YouTube Premium","GOOGLE *YouTubePremium   g.co/helppay#CA",Entertainment,-22.99,Posted
2024-10-28,"Crunchyroll","CRUNCHYROLL *TRIAL       415-503-9235 CA",Movies & Dvds,-8.62,Posted
2024-10-25,"PayPal Purchase","PAYPAL           INST XFER  ***********LATE",Uncategorized,-70.28,Posted
2024-10-25,"Pizzafinooldkaty via Slice","SLICE*PIZZAFINOOLDKATY   SLICELIFE.COMNY",Food & Dining,-27.49,Posted
2024-10-25,"Walgreens","WALGREENS STORE 5161 FR  KATY         TX",Pharmacy,-25.95,Posted
2024-10-25,"Wire in","WIRE IN",Transfer,700.00,Posted
2024-10-24,"Pokémon Go","GOOGLE *Pokemon          855-836-3987 CA",Electronics & Software,-2.99,Posted
2024-10-24,"Monument Pathologists I Oak","MONUMENT PATHOLOGISTS I  OAK BROOK    IL",Doctor,19.02,Posted
2024-10-24,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,361.50,Posted
2024-10-23,"Google Bloons","GOOGLE *Bloons TD 6      855-836-3987 CA",Electronics & Software,-8.99,Posted
2024-10-23,"PJ's Coffee","SQ *PJ'S COFFEE OF NEW   Katy         TX",Coffee Shops,-8.04,Posted
2024-10-22,"Little Hands Lea","LITTLE HANDS LEA 2819615495 ***********7477",Babysitter & Daycare,-255.00,Posted
2024-10-22,"Robinhood","ROBINHOOD        Funds      ***********7009",Transfer,-100.00,Posted
2024-10-22,"CenterPoint Energy","CPENERGY ENTEX   ENT ACH EB ***********7098",Utilities,-25.06,Posted
2024-10-22,"Amazon","AMAZON MKTPL*A28293ME3   Amzn.com/billWA",Shopping,-52.33,Posted
2024-10-21,"USAA Credit Card","USAA CREDIT CARD PAYMENT    ***********4284",Credit Card Payment,-123.00,Posted
2024-10-21,"Katy Isd","RVT*Katy ISD     2813966000 ***********",Education,-50.00,Posted
2024-10-21,"USAA Credit Card","USAA CREDIT CARD PAYMENT    ***********2531",Credit Card Payment,-15.00,Posted
2024-10-21,"The Cheesecake Factory","CHEESECAKE KATY          KATY         TX",Restaurants,-69.50,Posted
2024-10-21,"Jlaser Httpsjlaser Sca","SP JLASER                HTTPSJLASER.SCA",Shopping,-51.85,Posted
2024-10-21,"ExxonMobil","EXXON CHECKOUT #74       KATY         TX",Gas,-41.78,Posted
2024-10-21,"Bona Fitness and Wellne","BONA FITNESS AND WELLNE  713-977-2662 TX",Health & Fitness,-40.00,Posted
2024-10-21,"Taco Bell","TACO BELL 041143         CYPRESS      TX",Fast Food,-36.44,Posted
2024-10-21,"Checkout","CHECKOUT #74             KATY         TX",Gas,-17.83,Posted
2024-10-21,"ExxonMobil","EXXON CHECKOUT #74       KATY         TX",Gas,-14.00,Posted
2024-10-21,"PJ's Coffee","SQ *PJ'S COFFEE OF NEW   Katy         TX",Coffee Shops,-10.66,Posted
2024-10-21,"Glaze Doughnuts","SQ *GLAZE DOUGHNUTS      Katy         TX",Fast Food,-8.63,Posted
2024-10-21,"PJ's Coffee","SQ *PJ'S COFFEE OF NEW   Katy         TX",Coffee Shops,-8.04,Posted
2024-10-21,"Amazon","AMZN Digital*F93PP27Y3   888-802-3080 WA",Entertainment,-1.99,Posted
2024-10-18,"Interest Paid","INTEREST PAID",Interest Income,0.01,Posted
2024-10-18,"PayPal Purchase","PAYPAL           INST XFER  ***********LATE",Uncategorized,-70.28,Posted
2024-10-18,"Amazon","AMAZON MKTPL*W19JL0LP3   Amzn.com/billWA",Shopping,-53.22,Posted
2024-10-18,"Zelle Transfer to Marlon","Zelle: Marlon",Transfer,-20.00,Posted
2024-10-17,"Fidium Fiber Cy","FIDIUM FIBER     BILLPAY    ***********CY P",Utilities,-86.45,Posted
2024-10-17,"Chick-fil-A","CHICK-FIL-A #05160       KATY         TX",Fast Food,-53.09,Posted
2024-10-17,"PJ's Coffee","SQ *PJ'S COFFEE OF NEW   Katy         TX",Coffee Shops,-10.34,Posted
2024-10-16,"United Wholesale Mortgage","UWM MORTGAGE     UWM MORTGA ***********3002",Mortgage & Rent,-3117.00,Posted
2024-10-16,"Capital One","CAPITAL ONE      TRANSFER   ***********1C86",Transfer,-420.00,Posted
2024-10-16,"Little Hands Lea","LITTLE HANDS LEA 2819615495 ***********0509",Babysitter & Daycare,-255.00,Posted
2024-10-16,"Pentagon Federal Transfer","PENTAGON FEDERAL TRNSFR DR  ***********4968",Transfer,-180.00,Posted
2024-10-16,"Brookshire Brothers","BROOKSHIRE BROTHERS #9   KATY         TX",Groceries,-166.71,Posted
2024-10-16,"H-E-B","H-E-B #797               KATY         TX",Groceries,-38.83,Posted
2024-10-16,"H-E-B","H-E-B #797               KATY         TX",Groceries,-17.53,Posted
2024-10-16,"Chevron","CHEVRON 0387710          KATY         TX",Gas,-12.38,Posted
2024-10-16,"PJ's Coffee","SQ *PJ'S COFFEE OF NEW   Katy         TX",Coffee Shops,-12.02,Posted
2024-10-16,"PJ's Coffee","SQ *PJ'S COFFEE OF NEW   Katy         TX",Coffee Shops,-9.85,Posted
2024-10-16,"Los Angeles Airport","LOS ANGELES AIRPORT      LOS ANGELES  CA",Fast Food,-7.61,Posted
2024-10-15,"Barclaycard","BARCLAYCARD US   CREDITCARD ***********0030",Credit Card Payment,-118.59,Posted
2024-10-15,"Firstmark","FIRSTMARK        PAYMENTS   ***********1304",Student Loan,-112.68,Posted
2024-10-15,"Mint Mobile","MINT MOBILE              800-683-7392 CA",Mobile Phone,-98.05,Posted
2024-10-15,"Hausofpizza via Slice","SLICE*HAUSOFPIZZA        SLICELIFE.COMNY",Food & Dining,-81.59,Posted
2024-10-15,"Nintendo","Nintendo CD1284677359    800-2553700  WA",Electronics & Software,-79.99,Posted
2024-10-15,"Xbox Game Pass Ultimate","Microsoft*Ultimate 3 Mo  425-6816830  WA",Electronics & Software,-59.99,Posted
2024-10-15,"I Love La Terminal","I LOVE LA TERMINAL 5     GARDENA      CA",Shopping,-55.29,Posted
2024-10-15,"Fuelrod Del","FUELROD                  DEL MAR      CA",Gas,-40.95,Posted
2024-10-15,"Adobe","Adobe Inc                800-8336687  CA",Electronics & Software,-22.99,Posted
2024-10-15,"Souvenir Coin Vending","SOUVENIR COIN VENDING    ANAHEIM      CA",Fast Food,-20.00,Posted
2024-10-15,"Souvenir Coin Vending","SOUVENIR COIN VENDING    ANAHEIM      CA",Fast Food,-20.00,Posted
2024-10-15,"Souvenir Coin Vending","SOUVENIR COIN VENDING    ANAHEIM      CA",Fast Food,-20.00,Posted
2024-10-15,"Disney+","Roku for Disney Electro  816-2728107  DE",Television,-14.99,Posted
2024-10-15,"Cookie Num","DLR COOKIE NUM NUM       ANAHEIM      CA",Food & Dining,-11.50,Posted
2024-10-15,"Oakville Norton","OBSIDIAN.MD              OAKVILLE NORTON",Shopping,-10.10,Posted
2024-10-15,"Disney+","Roku for Disney Electro  816-2728107  DE",Television,-8.93,Posted
2024-10-15,"Ott Dropout Dropca","OTT* DROPOUT             HTTPSWWW.DROPCA",Utilities,-5.99,Posted
2024-10-15,"Nayax","Nyx*NAYAX FOOD-VEND      HUNT VALLEY  MD",Fast Food,-4.00,Posted
2024-10-15,"Nayax","Nyx*NAYAX FOOD-VEND      HUNT VALLEY  MD",Fast Food,-4.00,Posted
2024-10-15,"Alkami Tech Payroll","ALKAMI TECH      PAYROLL    ***********0993",Paycheck,5174.56,Posted
2024-10-11,"Discover Credit Card","DISCOVER         E-PAYMENT  ***********7867",Credit Card Payment,-100.72,Posted
2024-10-11,"Frontier Airlines","FRONTIER AIRLINES ONBOA  IRVING       TX",Air Travel,-7.99,Posted
2024-10-10,"McDonald's","MCDONALD'S F13012        KATY         TX",Fast Food,-31.45,Posted
2024-10-10,"McDonald's","MCDONALD'S F35857        RICHMOND     TX",Fast Food,-6.37,Posted
2024-10-10,"Shell","SHELL OIL 42535220250    RICHMOND     TX",Gas,-2.91,Posted
2024-10-09,"Checkout","CHECKOUT #74             KATY         TX",Gas,-4.58,Posted
2024-10-09,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,361.50,Posted
2024-10-08,"Little Hands Lea","LITTLE HANDS LEA 2819615495 ***********1356",Babysitter & Daycare,-255.00,Posted
2024-10-08,"Brookshire Brothers","BROOKSHIRE BROTHERS #9   KATY         TX",Groceries,-43.29,Posted
2024-10-08,"Pitstop Express","PITSTOP EXPRESS #28      KATY         TX",Gas,-42.96,Posted
2024-10-08,"Pdpoftexaspllc","PHR*PDPofTexasPLLC       Katy         TX",Doctor,-31.00,Posted
2024-10-08,"Brookshire Brothers","BROOKSHIRE BROTHERS #9   KATY         TX",Groceries,-30.20,Posted
2024-10-08,"Pharmacy Nimbca","PSC PHARMACY             HTTPSWWW.NIMBCA",Pharmacy,-16.00,Posted
2024-10-08,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-14.99,Posted
2024-10-08,"PJ's Coffee","SQ *PJ'S COFFEE OF NEW   Katy         TX",Coffee Shops,-12.02,Posted
